id,id_cliente,id_canal,id_campanha,data,id_status
76,19768,1,1,2026-08-03,3
77,87142,1,1,2026-08-03,5
78,194649,1,1,2026-08-03,3
79,128052,1,1,2026-08-03,3
80,121238,1,1,2026-08-03,3
81,108931,1,1,2026-08-03,3
82,189518,1,1,2026-08-03,3
83,25374,1,1,2026-08-03,3
84,93036,1,1,2026-08-03,3
85,110718,1,1,2026-08-03,3
86,175515,1,1,2026-08-03,3
87,164095,1,1,2026-08-03,3
88,189425,1,1,2026-08-03,1
89,131188,1,1,2026-08-03,3
90,191246,1,1,2026-08-03,3
91,107299,1,1,2026-08-03,5
92,87011,1,1,2026-08-03,1
93,114714,1,1,2026-08-03,3
94,56599,1,1,2026-08-03,3
95,184509,1,1,2026-08-03,3
96,91813,1,1,2026-08-03,3
97,123300,1,1,2026-08-03,3
98,104726,1,1,2026-08-03,3
99,112143,1,1,2026-08-03,3
100,113246,1,1,2026-08-03,3
101,176091,1,1,2026-08-03,3
102,5492,1,1,2026-08-03,3
103,125808,1,1,2026-08-03,3
104,49107,1,1,2026-08-03,4
105,167495,1,1,2026-08-03,3
106,28089,1,1,2026-08-03,3
107,178815,1,1,2026-08-03,3
108,10671,1,1,2026-08-03,3
109,154107,1,1,2026-08-03,1
110,114412,1,1,2026-08-03,1
111,193720,1,1,2026-08-03,6
112,146667,1,1,2026-08-03,3
113,22338,1,1,2026-08-03,5
114,156862,1,1,2026-08-03,3
115,136013,1,1,2026-08-03,3
116,93899,1,1,2026-08-03,1
117,102743,1,1,2026-08-03,3
118,31056,1,1,2026-08-03,3
119,105389,1,1,2026-08-03,4
120,193167,1,1,2026-08-03,1
121,50051,1,1,2026-08-03,3
122,185651,1,1,2026-08-03,3
123,193530,1,1,2026-08-03,3
124,26563,1,1,2026-08-03,3
125,136978,1,1,2026-08-03,3
126,153246,1,1,2026-08-03,3
127,99877,1,1,2026-08-03,3
128,147516,1,1,2026-08-03,3
129,102585,1,1,2026-08-03,4
130,156276,1,1,2026-08-03,5
131,119227,1,1,2026-08-03,3
132,54897,1,1,2026-08-03,4
133,122382,1,1,2026-08-03,3
134,87886,1,1,2026-08-03,4
135,146513,1,1,2026-08-03,3
136,67211,1,1,2026-08-03,1
137,119808,1,1,2026-08-03,3
138,174908,1,1,2026-08-03,3
139,141466,1,1,2026-08-03,3
140,109726,1,1,2026-08-03,3
141,152723,1,1,2026-08-03,3
142,104661,1,1,2026-08-03,3
143,176029,1,1,2026-08-03,3
144,193207,1,1,2026-08-03,3
145,87862,1,1,2026-08-03,1
146,94694,1,1,2026-08-03,1
147,44333,1,1,2026-08-03,3
148,64300,1,1,2026-08-03,3
149,181791,1,1,2026-08-03,3
150,58816,1,1,2026-08-03,3
151,2062,1,1,2026-08-03,3
152,7183,1,1,2026-08-03,3
153,32708,1,1,2026-08-03,3
154,143437,1,1,2026-08-03,3
155,192669,1,1,2026-08-03,3
156,130549,1,1,2026-08-03,3
157,100167,1,1,2026-08-03,3
158,175728,1,1,2026-08-03,3
159,114338,1,1,2026-08-03,3
160,106988,1,1,2026-08-03,1
161,78671,1,1,2026-08-03,3
162,43757,1,1,2026-08-03,3
163,56913,1,1,2026-08-03,3
164,151507,1,1,2026-08-03,3
165,106159,1,1,2026-08-03,5
166,101983,1,1,2026-08-03,1
167,111795,1,1,2026-08-03,3
168,167690,1,1,2026-08-03,3
169,180541,1,1,2026-08-03,3
170,108652,1,1,2026-08-03,1
171,176678,1,1,2026-08-03,3
172,94934,1,1,2026-08-03,3
173,121944,1,1,2026-08-03,3
174,145230,1,1,2026-08-03,4
175,198211,1,1,2026-08-03,3
176,7291,1,1,2026-08-03,3
177,181682,1,1,2026-08-03,3
178,63377,1,1,2026-08-03,3
179,69185,1,1,2026-08-03,3
180,100053,1,1,2026-08-03,1
181,177495,1,1,2026-08-03,3
182,21401,1,1,2026-08-03,3
183,95871,1,1,2026-08-03,3
184,150780,1,1,2026-08-03,3
185,156687,1,1,2026-08-03,3
186,171690,1,1,2026-08-03,3
187,112628,1,1,2026-08-03,3
188,56640,1,1,2026-08-03,3
189,99015,1,1,2026-08-03,3
190,40091,1,1,2026-08-03,3
191,93114,1,1,2026-08-03,1
192,184071,1,1,2026-08-03,4
193,159215,1,1,2026-08-03,4
194,104714,1,1,2026-08-03,3
195,14019,1,1,2026-08-03,3
196,141837,1,1,2026-08-03,3
197,58271,1,1,2026-08-03,3
198,197342,1,1,2026-08-03,3
199,108924,1,1,2026-08-03,3
200,80993,1,1,2026-08-03,3
201,21049,1,1,2026-08-03,3
202,42612,1,1,2026-08-03,3
203,163543,1,1,2026-08-03,3
204,187200,1,1,2026-08-03,3
205,89892,1,1,2026-08-03,3
206,31950,1,1,2026-08-03,3
207,98252,1,1,2026-08-03,5
208,3088,1,1,2026-08-03,3
209,20074,1,1,2026-08-03,3
210,54,1,1,2026-08-03,3
211,98653,1,1,2026-08-03,3
212,126935,1,1,2026-08-03,3
213,119437,1,1,2026-08-03,3
214,182783,1,1,2026-08-03,3
215,18110,1,1,2026-08-03,1
216,133352,1,1,2026-08-03,3
217,173586,1,1,2026-08-03,3
218,43511,1,1,2026-08-03,3
219,54230,1,1,2026-08-03,4
220,26300,1,1,2026-08-03,3
221,135758,1,1,2026-08-03,3
222,9758,1,1,2026-08-03,3
223,164471,1,1,2026-08-03,3
224,119408,1,1,2026-08-03,3
225,58713,1,1,2026-08-03,3
226,146234,1,1,2026-08-03,3
227,165740,1,1,2026-08-03,3
228,138889,1,1,2026-08-03,3
229,78108,1,1,2026-08-03,3
230,33773,1,1,2026-08-03,3
231,1147,1,1,2026-08-03,3
232,68475,1,1,2026-08-03,3
233,145383,1,1,2026-08-03,1
234,127471,1,1,2026-08-03,3
235,125550,1,1,2026-08-03,3
236,168297,1,1,2026-08-03,3
237,188104,1,1,2026-08-03,3
238,107515,1,1,2026-08-03,3
239,150866,1,1,2026-08-03,3
240,157575,1,1,2026-08-03,3
241,29345,1,1,2026-08-03,3
242,119263,1,1,2026-08-03,3
243,48734,1,1,2026-08-03,3
244,103363,1,1,2026-08-03,1
245,128551,1,1,2026-08-03,3
246,28534,1,1,2026-08-03,3
247,130731,1,1,2026-08-03,3
248,191374,1,1,2026-08-03,3
249,151488,1,1,2026-08-03,3
250,110347,1,1,2026-08-03,3
251,63510,1,1,2026-08-03,3
252,18408,1,1,2026-08-03,3
253,91351,1,1,2026-08-03,1
254,146247,1,1,2026-08-03,3
255,34970,1,1,2026-08-03,4
256,29448,1,1,2026-08-03,3
257,171302,1,1,2026-08-03,3
258,171075,1,1,2026-08-03,3
259,199897,1,1,2026-08-03,3
260,128127,1,1,2026-08-03,3
261,66834,1,1,2026-08-03,3
262,110998,1,1,2026-08-03,3
263,90064,1,1,2026-08-03,3
264,85331,1,1,2026-08-03,4
265,176689,1,1,2026-08-03,1
266,32417,1,1,2026-08-03,3
267,113708,1,1,2026-08-03,3
268,176461,1,1,2026-08-03,3
269,43072,1,1,2026-08-03,3
270,82240,1,1,2026-08-03,3
271,3110,1,1,2026-08-03,3
272,23108,1,1,2026-08-03,3
273,85118,1,1,2026-08-03,3
274,193937,1,1,2026-08-03,3
275,15996,1,1,2026-08-03,3
276,11202,1,1,2026-08-03,3
277,182220,1,1,2026-08-03,3
278,75887,1,1,2026-08-03,3
279,141322,1,1,2026-08-03,4
280,77232,1,1,2026-08-03,3
281,168301,1,1,2026-08-03,3
282,5592,1,1,2026-08-03,3
283,5542,1,1,2026-08-03,3
284,111602,1,1,2026-08-03,3
285,104059,1,1,2026-08-03,1
286,71661,1,1,2026-08-03,3
287,149375,1,1,2026-08-03,3
288,66313,1,1,2026-08-03,3
289,98402,1,1,2026-08-03,3
290,71262,1,1,2026-08-03,3
291,199676,1,1,2026-08-03,4
292,26427,1,1,2026-08-03,3
293,108738,1,1,2026-08-03,3
294,101965,1,1,2026-08-03,3
295,124971,1,1,2026-08-03,1
296,135220,1,1,2026-08-03,3
297,176036,1,1,2026-08-03,3
298,37315,1,1,2026-08-03,4
299,33587,1,1,2026-08-03,3
300,129286,1,1,2026-08-03,3
301,113604,1,1,2026-08-03,3
302,45283,1,1,2026-08-03,1
303,94809,1,1,2026-08-03,3
304,136241,1,1,2026-08-03,3
305,73565,1,1,2026-08-03,3
306,100288,1,1,2026-08-03,3
307,130750,1,1,2026-08-03,3
308,50991,1,1,2026-08-03,3
309,148432,1,1,2026-08-03,3
310,155505,1,1,2026-08-03,3
311,15140,1,1,2026-08-03,3
312,119616,1,1,2026-08-03,3
313,87221,1,1,2026-08-03,3
314,7399,1,1,2026-08-03,3
315,42823,1,1,2026-08-03,4
316,141538,1,1,2026-08-03,3
317,37909,1,1,2026-08-03,3
318,9876,1,1,2026-08-03,3
319,141753,1,1,2026-08-03,1
320,119043,1,1,2026-08-03,3
321,183334,1,1,2026-08-03,3
322,10527,1,1,2026-08-03,3
323,98777,1,1,2026-08-03,3
324,189712,1,1,2026-08-03,1
325,165089,1,1,2026-08-03,3
326,140138,1,1,2026-08-03,3
327,41289,1,1,2026-08-03,3
328,105775,1,1,2026-08-03,1
329,155519,1,1,2026-08-03,3
330,148463,1,1,2026-08-03,4
331,191776,1,1,2026-08-03,3
332,4459,1,1,2026-08-03,3
333,28116,1,1,2026-08-03,4
334,141181,1,1,2026-08-03,3
335,115844,1,1,2026-08-03,3
336,47814,1,1,2026-08-03,3
337,171758,1,1,2026-08-03,3
338,192806,1,1,2026-08-03,3
339,112994,1,1,2026-08-03,3
340,195449,1,1,2026-08-03,3
341,30005,1,1,2026-08-03,3
342,35021,1,1,2026-08-03,3
343,144637,1,1,2026-08-03,3
344,184487,1,1,2026-08-03,3
345,40744,1,1,2026-08-03,1
346,85238,1,1,2026-08-03,3
347,59648,1,1,2026-08-03,3
348,93017,1,1,2026-08-03,3
349,116492,1,1,2026-08-03,3
350,90530,1,1,2026-08-03,3
351,189702,1,1,2026-08-03,3
352,17142,1,1,2026-08-03,3
353,83765,1,1,2026-08-03,3
354,66590,1,1,2026-08-03,3
355,40987,1,1,2026-08-03,3
356,75239,1,1,2026-08-03,3
357,38217,1,1,2026-08-03,3
358,57628,1,1,2026-08-03,3
359,101426,1,1,2026-08-03,3
360,108746,1,1,2026-08-03,4
361,170613,1,1,2026-08-03,3
362,178132,1,1,2026-08-03,3
363,90892,1,1,2026-08-03,3
364,62853,1,1,2026-08-03,3
365,102204,1,1,2026-08-03,3
366,38691,1,1,2026-08-03,4
367,71204,1,1,2026-08-03,3
368,113543,1,1,2026-08-03,3
369,105379,1,1,2026-08-03,3
370,97219,1,1,2026-08-03,3
371,26133,1,1,2026-08-03,3
372,115277,1,1,2026-08-03,3
373,174224,1,1,2026-08-03,1
374,114723,1,1,2026-08-03,3
375,174250,1,1,2026-08-03,3
376,59880,1,1,2026-08-03,3
377,178373,1,1,2026-08-03,3
378,20613,1,1,2026-08-03,3
379,185274,1,1,2026-08-03,3
380,46897,1,1,2026-08-03,3
381,50572,1,1,2026-08-03,4
382,1098,1,1,2026-08-03,3
383,20269,1,1,2026-08-03,3
384,191943,1,1,2026-08-03,3
385,99257,1,1,2026-08-03,3
386,141189,1,1,2026-08-03,3
387,72265,1,1,2026-08-03,3
388,89173,1,1,2026-08-03,3
389,119099,1,1,2026-08-03,3
390,171272,1,1,2026-08-03,3
391,182174,1,1,2026-08-03,3
392,185621,1,1,2026-08-03,1
393,184949,1,1,2026-08-03,4
394,146646,1,1,2026-08-03,3
395,39959,1,1,2026-08-03,3
396,5888,1,1,2026-08-03,3
397,76931,1,1,2026-08-03,3
398,184982,1,1,2026-08-03,3
399,34242,1,1,2026-08-03,3
400,76886,1,1,2026-08-03,3
401,122866,1,1,2026-08-03,3
402,150318,1,1,2026-08-03,3
403,125125,1,1,2026-08-03,3
404,173143,1,1,2026-08-03,3
405,117629,1,1,2026-08-03,3
406,47353,1,1,2026-08-03,3
407,23888,1,1,2026-08-03,3
408,135700,1,1,2026-08-03,3
409,156577,1,1,2026-08-03,3
410,61307,1,1,2026-08-03,3
411,121523,1,1,2026-08-03,3
412,164332,1,1,2026-08-03,3
413,124194,1,1,2026-08-03,3
414,159874,1,1,2026-08-03,1
415,46917,1,1,2026-08-03,3
416,124581,1,1,2026-08-03,1
417,64370,1,1,2026-08-03,3
418,123051,1,1,2026-08-03,4
419,58624,1,1,2026-08-03,3
420,146625,1,1,2026-08-03,1
421,121509,1,1,2026-08-03,4
422,28859,1,1,2026-08-03,3
423,22094,1,1,2026-08-03,3
424,170898,1,1,2026-08-03,3
425,57691,1,1,2026-08-03,3
426,21001,1,1,2026-08-03,3
427,95355,1,1,2026-08-03,4
428,37431,1,1,2026-08-03,1
429,23091,1,1,2026-08-03,3
430,149739,1,1,2026-08-03,3
431,13131,1,1,2026-08-03,3
432,166037,1,1,2026-08-03,4
433,77880,1,1,2026-08-03,3
434,157980,1,1,2026-08-03,4
435,175471,1,1,2026-08-03,3
436,40633,1,1,2026-08-03,3
437,141259,1,1,2026-08-03,1
438,137721,1,1,2026-08-03,3
439,23144,1,1,2026-08-03,3
440,110781,1,1,2026-08-03,3
441,68505,1,1,2026-08-03,3
442,60471,1,1,2026-08-03,3
443,128590,1,1,2026-08-03,3
444,183003,1,1,2026-08-03,3
445,13940,1,1,2026-08-03,3
446,63593,1,1,2026-08-03,4
447,68746,1,1,2026-08-03,3
448,35253,1,1,2026-08-03,3
449,57071,1,1,2026-08-03,3
450,56055,1,1,2026-08-03,4
451,13695,1,1,2026-08-03,3
452,3043,1,1,2026-08-03,4
453,89982,1,1,2026-08-03,1
454,189372,1,1,2026-08-03,1
455,196186,1,1,2026-08-03,3
456,197696,1,1,2026-08-03,4
457,169859,1,1,2026-08-03,3
458,56255,1,1,2026-08-03,3
459,90635,1,1,2026-08-03,4
460,3388,1,1,2026-08-03,4
461,12456,1,1,2026-08-03,3
462,21004,1,1,2026-08-03,1
463,51404,1,1,2026-08-03,3
464,5011,1,1,2026-08-03,3
465,67702,1,1,2026-08-03,3
466,26796,1,1,2026-08-03,3
467,20437,1,1,2026-08-03,3
468,150013,1,1,2026-08-03,3
469,122679,1,1,2026-08-03,3
470,126021,1,1,2026-08-03,1
471,187377,1,1,2026-08-03,3
472,76596,1,1,2026-08-03,3
473,68830,1,1,2026-08-03,3
474,170512,1,1,2026-08-03,3
475,99689,1,1,2026-08-03,3
476,132708,1,1,2026-08-03,3
477,136779,1,1,2026-08-03,3
478,143230,1,1,2026-08-03,4
479,156205,1,1,2026-08-03,3
480,134464,1,1,2026-08-03,3
481,8240,1,1,2026-08-03,3
482,88327,1,1,2026-08-03,3
483,69051,1,1,2026-08-03,3
484,132820,1,1,2026-08-03,3
485,47169,1,1,2026-08-03,3
486,129871,1,1,2026-08-03,3
487,101153,1,1,2026-08-03,1
488,93185,1,1,2026-08-03,3
489,147867,1,1,2026-08-03,3
490,191901,1,1,2026-08-03,3
491,26002,1,1,2026-08-03,3
492,150154,1,1,2026-08-03,3
493,81833,1,1,2026-08-03,3
494,188244,1,1,2026-08-03,3
495,109598,1,1,2026-08-03,3
496,149075,1,1,2026-08-03,5
497,55021,1,1,2026-08-03,3
498,85045,1,1,2026-08-03,3
499,63768,1,1,2026-08-03,4
500,178516,1,1,2026-08-03,3
501,77893,1,1,2026-08-03,3
502,12526,1,1,2026-08-03,3
503,160870,1,1,2026-08-03,3
504,156419,1,1,2026-08-03,1
505,95497,1,1,2026-08-03,3
506,191905,1,1,2026-08-03,5
507,5159,1,1,2026-08-03,3
508,61519,1,1,2026-08-03,3
509,152091,1,1,2026-08-03,3
510,72301,1,1,2026-08-03,3
511,63249,1,1,2026-08-03,3
512,159040,1,1,2026-08-03,3
513,168218,1,1,2026-08-03,3
514,174922,1,1,2026-08-03,3
515,26637,1,1,2026-08-03,3
516,64855,1,1,2026-08-03,3
517,167955,1,1,2026-08-03,3
518,91096,1,1,2026-08-03,3
519,69695,1,1,2026-08-03,1
520,128025,1,1,2026-08-03,3
521,197271,1,1,2026-08-03,4
522,4418,1,1,2026-08-03,3
523,118441,1,1,2026-08-03,3
524,74889,1,1,2026-08-03,3
525,43231,1,1,2026-08-03,3
526,122620,1,1,2026-08-03,3
527,12199,1,1,2026-08-03,3
528,157839,1,1,2026-08-03,3
529,24545,1,1,2026-08-03,3
530,35415,1,1,2026-08-03,3
531,135302,1,1,2026-08-03,3
532,26717,1,1,2026-08-03,3
533,25755,1,1,2026-08-03,3
534,8082,1,1,2026-08-03,3
535,27363,1,1,2026-08-03,3
536,114258,1,1,2026-08-03,3
537,77389,1,1,2026-08-03,3
538,130473,1,1,2026-08-03,1
539,141687,1,1,2026-08-03,3
540,143474,1,1,2026-08-03,4
541,66002,1,1,2026-08-03,4
542,6243,1,1,2026-08-03,3
543,92883,1,1,2026-08-03,1
544,126364,1,1,2026-08-03,3
545,27497,1,1,2026-08-03,3
546,77817,1,1,2026-08-03,3
547,90788,1,1,2026-08-03,3
548,83980,1,1,2026-08-03,3
549,82471,1,1,2026-08-03,3
550,52318,1,1,2026-08-03,3
551,169821,1,1,2026-08-03,3
552,92051,1,1,2026-08-03,3
553,144957,1,1,2026-08-03,3
554,47992,1,1,2026-08-03,3
555,169434,1,1,2026-08-03,3
556,27257,1,1,2026-08-03,1
557,40188,1,1,2026-08-03,3
558,118613,1,1,2026-08-03,1
559,6168,1,1,2026-08-03,3
560,144718,1,1,2026-08-03,3
561,156854,1,1,2026-08-03,3
562,118264,1,1,2026-08-03,1
563,149575,1,1,2026-08-03,4
564,121331,1,1,2026-08-03,3
565,86736,1,1,2026-08-03,3
566,194244,1,1,2026-08-03,3
567,55811,1,1,2026-08-03,3
568,172002,1,1,2026-08-03,4
569,32238,1,1,2026-08-03,3
570,49910,1,1,2026-08-03,3
571,5090,1,1,2026-08-03,3
572,3638,1,1,2026-08-03,3
573,60479,1,1,2026-08-03,3
574,118228,1,1,2026-08-03,3
575,104650,1,1,2026-08-03,3
576,91369,1,1,2026-08-03,3
577,57709,1,1,2026-08-03,3
578,68778,1,1,2026-08-03,4
579,30209,1,1,2026-08-03,3
580,137002,1,1,2026-08-03,3
581,129779,1,1,2026-08-03,3
582,19483,1,1,2026-08-03,3
583,183451,1,1,2026-08-03,4
584,39222,1,1,2026-08-03,3
585,120910,1,1,2026-08-03,3
586,8235,1,1,2026-08-03,3
587,142193,1,1,2026-08-03,3
588,189291,1,1,2026-08-03,3
589,180025,1,1,2026-08-03,5
590,112370,1,1,2026-08-03,4
591,179154,1,1,2026-08-03,3
592,58016,1,1,2026-08-03,3
593,74502,1,1,2026-08-03,3
594,138381,1,1,2026-08-03,3
595,113794,1,1,2026-08-03,5
596,165052,1,1,2026-08-03,3
597,162569,1,1,2026-08-03,1
598,69376,1,1,2026-08-03,3
599,12223,1,1,2026-08-03,3
600,143914,1,1,2026-08-03,3
601,183690,1,1,2026-08-03,3
602,2508,1,1,2026-08-03,3
603,137244,1,1,2026-08-03,3
604,53105,1,1,2026-08-03,1
605,102848,1,1,2026-08-03,3
606,12663,1,1,2026-08-03,3
607,48506,1,1,2026-08-03,3
608,148572,1,1,2026-08-03,3
609,111189,1,1,2026-08-03,3
610,188419,1,1,2026-08-03,4
611,32919,1,1,2026-08-03,3
612,163006,1,1,2026-08-03,3
613,197944,1,1,2026-08-03,3
614,190467,1,1,2026-08-03,3
615,87199,1,1,2026-08-03,4
616,154696,1,1,2026-08-03,3
617,78670,1,1,2026-08-03,3
618,172786,1,1,2026-08-03,3
619,50822,1,1,2026-08-03,1
620,122773,1,1,2026-08-03,3
621,181165,1,1,2026-08-03,4
622,60255,1,1,2026-08-03,3
623,75160,1,1,2026-08-03,3
624,188227,1,1,2026-08-03,4
625,44002,1,1,2026-08-03,3
626,81966,1,1,2026-08-03,3
627,78498,1,1,2026-08-03,3
628,100390,1,1,2026-08-03,3
629,139255,1,1,2026-08-03,3
630,100032,1,1,2026-08-03,3
631,119953,1,1,2026-08-03,1
632,177402,1,1,2026-08-03,3
633,103611,1,1,2026-08-03,3
634,195965,1,1,2026-08-03,3
635,172442,1,1,2026-08-03,1
636,147327,1,1,2026-08-03,3
637,126924,1,1,2026-08-03,3
638,68207,1,1,2026-08-03,3
639,41143,1,1,2026-08-03,3
640,34584,1,1,2026-08-03,1
641,137271,1,1,2026-08-03,3
642,89731,1,1,2026-08-03,3
643,33567,1,1,2026-08-03,4
644,106007,1,1,2026-08-03,3
645,195262,1,1,2026-08-03,3
646,1186,1,1,2026-08-03,3
647,77476,1,1,2026-08-03,3
648,177872,1,1,2026-08-03,1
649,182495,1,1,2026-08-03,3
650,114413,1,1,2026-08-03,3
651,153609,1,1,2026-08-03,3
652,89254,1,1,2026-08-03,1
653,173955,1,1,2026-08-03,3
654,8130,1,1,2026-08-03,3
655,139728,1,1,2026-08-03,1
656,37725,1,1,2026-08-03,3
657,18361,1,1,2026-08-03,3
658,65299,1,1,2026-08-03,3
659,81566,1,1,2026-08-03,3
660,119473,1,1,2026-08-03,6
661,159881,1,1,2026-08-03,3
662,57973,1,1,2026-08-03,3
663,30054,1,1,2026-08-03,3
664,156322,1,1,2026-08-03,3
665,161786,1,1,2026-08-03,3
666,21939,1,1,2026-08-03,4
667,197403,1,1,2026-08-03,3
668,4004,1,1,2026-08-03,3
669,116589,1,1,2026-08-03,3
670,47470,1,1,2026-08-03,3
671,185695,1,1,2026-08-03,3
672,185450,1,1,2026-08-03,6
673,152155,1,1,2026-08-03,3
674,127321,1,1,2026-08-03,3
675,67006,1,1,2026-08-03,4
676,125191,1,1,2026-08-03,3
677,9755,1,1,2026-08-03,3
678,85955,1,1,2026-08-03,3
679,83212,1,1,2026-08-03,5
680,117750,1,1,2026-08-03,3
681,112942,1,1,2026-08-03,3
682,177525,1,1,2026-08-03,3
683,140816,1,1,2026-08-03,3
684,144759,1,1,2026-08-03,3
685,34531,1,1,2026-08-03,3
686,111225,1,1,2026-08-03,3
687,22850,1,1,2026-08-03,3
688,18630,1,1,2026-08-03,3
689,30950,1,1,2026-08-03,3
690,160240,1,1,2026-08-03,3
691,85085,1,1,2026-08-03,3
692,72952,1,1,2026-08-03,1
693,119660,1,1,2026-08-03,4
694,57200,1,1,2026-08-03,3
695,67814,1,1,2026-08-03,3
696,9075,1,1,2026-08-03,3
697,161295,1,1,2026-08-03,3
698,129597,1,1,2026-08-03,3
699,144881,1,1,2026-08-03,5
700,172132,1,1,2026-08-03,4
701,41563,1,1,2026-08-03,3
702,35432,1,1,2026-08-03,3
703,196378,1,1,2026-08-03,3
704,63998,1,1,2026-08-03,3
705,64502,1,1,2026-08-03,3
706,118232,1,1,2026-08-03,3
707,62380,1,1,2026-08-03,3
708,78099,1,1,2026-08-03,3
709,29173,1,1,2026-08-03,1
710,84950,1,1,2026-08-03,3
711,41328,1,1,2026-08-03,1
712,163399,1,1,2026-08-03,3
713,137668,1,1,2026-08-03,3
714,2098,1,1,2026-08-03,3
715,185143,1,1,2026-08-03,3
716,132415,1,1,2026-08-03,4
717,141666,1,1,2026-08-03,3
718,104916,1,1,2026-08-03,3
719,92434,1,1,2026-08-03,4
720,77751,1,1,2026-08-03,3
721,177540,1,1,2026-08-03,3
722,168898,1,1,2026-08-03,3
723,197084,1,1,2026-08-03,3
724,169788,1,1,2026-08-03,3
725,191582,1,1,2026-08-03,3
726,117417,1,1,2026-08-03,4
727,37342,1,1,2026-08-03,3
728,157900,1,1,2026-08-03,3
729,112855,1,1,2026-08-03,3
730,6384,1,1,2026-08-03,3
731,39302,1,1,2026-08-03,3
732,68762,1,1,2026-08-03,3
733,117771,1,1,2026-08-03,4
734,31583,1,1,2026-08-03,1
735,35790,1,1,2026-08-03,3
736,193803,1,1,2026-08-03,4
737,25417,1,1,2026-08-03,3
738,112584,1,1,2026-08-03,3
739,146065,1,1,2026-08-03,3
740,192732,1,1,2026-08-03,1
741,154053,1,1,2026-08-03,3
742,140686,1,1,2026-08-03,3
743,167712,1,1,2026-08-03,3
744,444,1,1,2026-08-03,3
745,183945,1,1,2026-08-03,3
746,81921,1,1,2026-08-03,3
747,13860,1,1,2026-08-03,3
748,80546,1,1,2026-08-03,3
749,66092,1,1,2026-08-03,1
750,47288,1,1,2026-08-03,3
751,116292,1,1,2026-08-03,3
752,33666,1,1,2026-08-03,3
753,131040,1,1,2026-08-03,3
754,133329,1,1,2026-08-03,4
755,54298,1,1,2026-08-03,3
756,27537,1,1,2026-08-03,6
757,23131,1,1,2026-08-03,3
758,71310,1,1,2026-08-03,3
759,105943,1,1,2026-08-03,4
760,23378,1,1,2026-08-03,3
761,190944,1,1,2026-08-03,1
762,182959,1,1,2026-08-03,3
763,158916,1,1,2026-08-03,1
764,15917,1,1,2026-08-03,6
765,83347,1,1,2026-08-03,3
766,57438,1,1,2026-08-03,3
767,134860,1,1,2026-08-03,3
768,65843,1,1,2026-08-03,3
769,141610,1,1,2026-08-03,3
770,25603,1,1,2026-08-03,3
771,76058,1,1,2026-08-03,3
772,103702,1,1,2026-08-03,3
773,198701,1,1,2026-08-03,3
774,109006,1,1,2026-08-03,3
775,26325,1,1,2026-08-03,1
